Dataset_Name,Dataset_ID,Organization,Observer,Island,Region,Sector,Survey_Name,Survey_ID_InternalToYourProject,Depth_ft,Depth_bin,Latitude_DD,Longitude_DD,ObservationDate,AreaSurveyed_m2,LiveCoralCover,LiveCoralCover_Bin,CoralBleached,CoralBleached_Bin,BleachingSeverity,Taxon1_Code,Taxon1_Cover,Taxon1_Bleached,Taxon1_Ave_Sev,Taxon1_Max_Sev,Taxon2_Code,Taxon2_Cover,Taxon2_Bleached,Taxon2_Ave_Sev,Taxon2_Max_Sev,Taxon3_Code,Taxon3_Cover,Taxon3_Bleached,Taxon3_Ave_Sev,Taxon3_Max_Sev,Taxon4_Code,Taxon4_Cover,Taxon4_Bleached,Taxon4_Ave_Sev,Taxon4_Max_Sev,Taxon5_Code,Taxon5_Cover,Taxon5_Bleached,Taxon5_Ave_Sev,Taxon5_Max_Sev,Comments_Observation
DAR_Kauai_Rapid_02,DAR_03_2,DAR_Kauai,HYW,Kauai,MHI,,PKs_126H_45,,8,,21.88065484,-159.4781654,10/21/2019,393,35,,0,,,PLOB,,,,,PLUT,,,,,PMEA,,,,,PCOM,,,,,,,,,,
DAR_Kauai_Rapid_02,DAR_03_2,DAR_Kauai,HYW,Kauai,MHI,,PKs_126H_5,,8,,21.88065484,-159.4777784,10/21/2019,393,85,,0,,,PLOB,,,,,PLUT,,,,,PMEA,,,,,PCOM,,,,,,,,,,
DAR_Kauai_Rapid_02,DAR_03_2,DAR_Kauai,MA,Kauai,MHI,,PKs_126M_15,,8,,21.88074516,-159.4778751,10/21/2019,393,15,,0,,,PLOB,,,,,PLUT,,,,,PMEA,,,,,PCOM,,,,,,,,,,
DAR_Kauai_Rapid_02,DAR_03_2,DAR_Kauai,MA,Kauai,MHI,,PKs_126M_25,,8,,21.88074516,-159.4779719,10/21/2019,393,15,,1,,,PLOB,,,,,PLUT,,,,,PMEA,,,,,PCOM,,,,,,,,,,
DAR_Kauai_Rapid_02,DAR_03_2,DAR_Kauai,MA,Kauai,MHI,,PKs_126M_35,,8,,21.88074516,-159.4780687,10/21/2019,393,10,,2,,,PLOB,,,,,PLUT,,,,,PMEA,,,,,PCOM,,,,,,,,,,
DAR_Kauai_Rapid_02,DAR_03_2,DAR_Kauai,MA,Kauai,MHI,,PKs_126M_45,,8,,21.88074516,-159.4781654,10/21/2019,393,40,,1,,,PLOB,,,,,PLUT,,,,,PMEA,,,,,PCOM,,,,,,,,,,
DAR_Kauai_Rapid_02,DAR_03_2,DAR_Kauai,MA,Kauai,MHI,,PKs_126M_5,,8,,21.88074516,-159.4777784,10/21/2019,393,20,,5,,,PLOB,,,,,PLUT,,,,,PMEA,,,,,PCOM,,,,,,,,,,
DAR_Kauai_Rapid_02,DAR_03_2,DAR_Kauai,HYW,Kauai,MHI,,PKs_127H_15,,5,,21.88105484,-159.4785451,10/21/2019,393,30,,0,,,PLOB,,,,,PMEA,,,,,PDUE,,,,,,,,,,,,,,,
DAR_Kauai_Rapid_02,DAR_03_2,DAR_Kauai,HYW,Kauai,MHI,,PKs_127H_25,,5,,21.88105484,-159.4786419,10/21/2019,393,10,,5,,,PLOB,,,,,PMEA,,,,,PDUE,,,,,,,,,,,,,,,
DAR_Kauai_Rapid_02,DAR_03_2,DAR_Kauai,HYW,Kauai,MHI,,PKs_127H_35,,5,,21.88105484,-159.4787387,10/21/2019,393,10,,0,,,PLOB,,,,,PMEA,,,,,PDUE,,,,,,,,,,,,,,,
DAR_Kauai_Rapid_02,DAR_03_2,DAR_Kauai,HYW,Kauai,MHI,,PKs_127H_45,,5,,21.88105484,-159.4788354,10/21/2019,393,20,,0,,,PLOB,,,,,PMEA,,,,,PDUE,,,,,,,,,,,,,,,
DAR_Kauai_Rapid_02,DAR_03_2,DAR_Kauai,HYW,Kauai,MHI,,PKs_127H_5,,5,,21.88105484,-159.4784484,10/21/2019,393,10,,0,,,PLOB,,,,,PMEA,,,,,PDUE,,,,,,,,,,,,,,,
DAR_Kauai_Rapid_02,DAR_03_2,DAR_Kauai,MA,Kauai,MHI,,PKs_127M_15,,5,,21.88114516,-159.4785451,10/21/2019,393,15,,1,,,PLOB,,,,,PMEA,,,,,PDUE,,,,,,,,,,,,,,,
DAR_Kauai_Rapid_02,DAR_03_2,DAR_Kauai,MA,Kauai,MHI,,PKs_127M_25,,5,,21.88114516,-159.4786419,10/21/2019,393,15,,5,,,PLOB,,,,,PMEA,,,,,PDUE,,,,,,,,,,,,,,,
DAR_Kauai_Rapid_02,DAR_03_2,DAR_Kauai,MA,Kauai,MHI,,PKs_127M_35,,5,,21.88114516,-159.4787387,10/21/2019,393,5,,0,,,PLOB,,,,,PMEA,,,,,PDUE,,,,,,,,,,,,,,,
DAR_Kauai_Rapid_02,DAR_03_2,DAR_Kauai,MA,Kauai,MHI,,PKs_127M_45,,5,,21.88114516,-159.4788354,10/21/2019,393,5,,0,,,PLOB,,,,,PMEA,,,,,PDUE,,,,,,,,,,,,,,,
DAR_Kauai_Rapid_02,DAR_03_2,DAR_Kauai,MA,Kauai,MHI,,PKs_127M_5,,5,,21.88114516,-159.4784484,10/21/2019,393,15,,0,,,PLOB,,,,,PMEA,,,,,PDUE,,,,,,,,,,,,,,,
DAR_Maui_Rapid_01,DAR_04_1,DAR_Maui,AW,Maui,MHI,,FirstTrialRun_1_1_AW,,40,,20.63234,-156.49657,9/3/2019,78.5,80,,,3,,MCAP,16,,,,MPAT,16,,,,,,,,,,,,,,,,,,,
DAR_Maui_Rapid_01,DAR_04_1,DAR_Maui,RS,Maui,MHI,,FirstTrialRun_1_1_RS,,40,,20.63234,-156.49657,9/3/2019,78.5,80,,,3,,MCAP,32,,,,MPAT,16,,,,PLOB,8,,,,PCOM,2.4,,,,PMEA,2.4,,,,
DAR_Maui_Rapid_01,DAR_04_1,DAR_Maui,AW,Maui,MHI,,FirstTrialRun_1_2_AW,,40,,20.63241,-156.49642,9/3/2019,78.5,80,,,3,,MCAP,16,,,,MPAT,16,,,,,,,,,,,,,,,,,,,
DAR_Maui_Rapid_01,DAR_04_1,DAR_Maui,RS,Maui,MHI,,FirstTrialRun_1_2_RS,,40,,20.63241,-156.49642,9/3/2019,78.5,80,,,3,,MCAP,32,,,,MPAT,16,,,,PLOB,8,,,,PCOM,2.4,,,,PMEA,2.4,,,,
DAR_Maui_Rapid_01,DAR_04_1,DAR_Maui,AW,Maui,MHI,,FirstTrialRun_1_3_AW,,40,,20.63246,-156.49617,9/3/2019,78.5,80,,,3,,MCAP,16,,,,MPAT,16,,,,,,,,,,,,,,,,,,,
DAR_Maui_Rapid_01,DAR_04_1,DAR_Maui,RS,Maui,MHI,,FirstTrialRun_1_3_RS,,40,,20.63246,-156.49617,9/3/2019,78.5,80,,,3,,MCAP,32,,,,MPAT,16,,,,PLOB,8,,,,PCOM,2.4,,,,PMEA,2.4,,,,
DAR_Maui_Rapid_01,DAR_04_1,DAR_Maui,AW,Maui,MHI,,FirstTrialRun_1_4_AW,,40,,20.63251,-156.49599,9/3/2019,78.5,80,,,3,,MCAP,16,,,,MPAT,16,,,,,,,,,,,,,,,,,,,
DAR_Maui_Rapid_01,DAR_04_1,DAR_Maui,RS,Maui,MHI,,FirstTrialRun_1_4_RS,,40,,20.63251,-156.49599,9/3/2019,78.5,80,,,3,,MCAP,32,,,,MPAT,16,,,,PLOB,8,,,,PCOM,2.4,,,,PMEA,2.4,,,,
DAR_Maui_Rapid_01,DAR_04_1,DAR_Maui,AW,Maui,MHI,,FirstTrialRun_1_5_AW,,40,,20.63256,-156.49588,9/3/2019,78.5,80,,,3,,MCAP,16,,,,MPAT,16,,,,,,,,,,,,,,,,,,,
DAR_Maui_Rapid_01,DAR_04_1,DAR_Maui,RS,Maui,MHI,,FirstTrialRun_1_5_RS,,40,,20.63256,-156.49588,9/3/2019,78.5,70,,,3,,MCAP,28,,,,MPAT,14,,,,PLOB,7,,,,PCOM,2.1,,,,PMEA,2.1,,,,
DAR_Maui_Rapid_01,DAR_04_1,DAR_Maui,AW,Maui,MHI,,FirstTrialRun_10_21_AW,,15,,20.75617,-156.464851,9/3/2019,78.5,40,,,1,,MCAP,,,,,MPAT,,,,,PLOB,,,,,,,,,,,,,,,
DAR_Maui_Rapid_01,DAR_04_1,DAR_Maui,RS,Maui,MHI,,FirstTrialRun_10_21_RS,,15,,20.75617,-156.464851,9/3/2019,78.5,60,,,2,,MCAP,42,,,,PCOM,6,,,,PLOB,9,,,,PMEA,1.2,,,,,,,,,
DAR_Maui_Rapid_01,DAR_04_1,DAR_Maui,AW,Maui,MHI,,FirstTrialRun_10_22_AW,,15,,20.655946,-156.445163,9/3/2019,78.5,30,,,1,,MCAP,,,,,MPAT,,,,,PLOB,,,,,,,,,,,,,,,
DAR_Maui_Rapid_01,DAR_04_1,DAR_Maui,RS,Maui,MHI,,FirstTrialRun_10_22_RS,,15,,20.655946,-156.445163,9/3/2019,78.5,50,,,2,,MCAP,35,,,,PCOM,5,,,,PLOB,7.5,,,,PMEA,1,,,,,,,,,
DAR_Maui_Rapid_01,DAR_04_1,DAR_Maui,AW,Maui,MHI,,FirstTrialRun_2_10_AW,,20,,20.63155,-156.49663,9/3/2019,78.5,40,,,3,,PLUT,,,,,MCAP,,,,,MPAT,,,,,,,,,,,,,,,
DAR_Maui_Rapid_01,DAR_04_1,DAR_Maui,RS,Maui,MHI,,FirstTrialRun_2_10_RS,,20,,20.63155,-156.49663,9/3/2019,78.5,60,,,4,,MCAP,30,,,,MPAT,9,,,,PLOB,12,,,,PCOM,6,,,,,,,,,
DAR_Maui_Rapid_01,DAR_04_1,DAR_Maui,AW,Maui,MHI,,FirstTrialRun_2_6_AW,,20,,20.63144,-156.49585,9/3/2019,78.5,40,,,3,,PLUT,,,,,MCAP,,,,,MPAT,,,,,,,,,,,,,,,
DAR_Maui_Rapid_01,DAR_04_1,DAR_Maui,RS,Maui,MHI,,FirstTrialRun_2_6_RS,,20,,20.63144,-156.49585,9/3/2019,78.5,40,,,3,,MCAP,20,,,,MPAT,6,,,,PLOB,8,,,,PCOM,4,,,,,,,,,
DAR_Maui_Rapid_01,DAR_04_1,DAR_Maui,AW,Maui,MHI,,FirstTrialRun_2_7_AW,,20,,20.63144,-156.49613,9/3/2019,78.5,30,,,4,,PLUT,,,,,MCAP,,,,,MPAT,,,,,,,,,,,,,,,
DAR_Maui_Rapid_01,DAR_04_1,DAR_Maui,RS,Maui,MHI,,FirstTrialRun_2_7_RS,,20,,20.63144,-156.49613,9/3/2019,78.5,50,,,4,,MCAP,25,,,,MPAT,7.5,,,,PLOB,10,,,,PCOM,5,,,,,,,,,
DAR_Maui_Rapid_01,DAR_04_1,DAR_Maui,AW,Maui,MHI,,FirstTrialRun_2_8_AW,,20,,20.63146,-156.4963,9/3/2019,78.5,30,,,4,,PLUT,,,,,MCAP,,,,,MPAT,,,,,,,,,,,,,,,
DAR_Maui_Rapid_01,DAR_04_1,DAR_Maui,RS,Maui,MHI,,FirstTrialRun_2_8_RS,,20,,20.63146,-156.4963,9/3/2019,78.5,60,,,4,,MCAP,30,,,,MPAT,9,,,,PLOB,12,,,,PCOM,6,,,,,,,,,
DAR_Maui_Rapid_01,DAR_04_1,DAR_Maui,AW,Maui,MHI,,FirstTrialRun_2_9_AW,,20,,20.63149,-156.49646,9/3/2019,78.5,60,,,3,,PLUT,,,,,MCAP,,,,,MPAT,,,,,,,,,,,,,,,
DAR_Maui_Rapid_01,DAR_04_1,DAR_Maui,RS,Maui,MHI,,FirstTrialRun_2_9_RS,,20,,20.63149,-156.49646,9/3/2019,78.5,60,,,3,,MCAP,30,,,,MPAT,9,,,,PLOB,12,,,,PCOM,6,,,,,,,,,
DAR_Maui_Rapid_01,DAR_04_1,DAR_Maui,AW,Maui,MHI,,FirstTrialRun_3_11_AW,,10,,20.639161,-156.451151,9/3/2019,78.5,80,,,3,,PMON,,,,,PLOB,,,,,MCAP,,,,,,,,,,,,,,,
DAR_Maui_Rapid_01,DAR_04_1,DAR_Maui,RS,Maui,MHI,,FirstTrialRun_3_11_RS,,10,,20.639161,-156.451151,9/3/2019,78.5,70,,,3,,PLUT,35,,,,PCOM,14,,,,PMON,14,,,,,,,,,,,,,,
DAR_Maui_Rapid_01,DAR_04_1,DAR_Maui,AW,Maui,MHI,,FirstTrialRun_3_12_AW,,10,,20.639374,-156.450935,9/3/2019,78.5,80,,,3,,PMON,,,,,PLOB,,,,,MCAP,,,,,,,,,,,,,,,
DAR_Maui_Rapid_01,DAR_04_1,DAR_Maui,RS,Maui,MHI,,FirstTrialRun_3_12_RS,,10,,20.639374,-156.450935,9/3/2019,78.5,60,,,3,,PLUT,30,,,,PCOM,12,,,,PMON,12,,,,,,,,,,,,,,
DAR_Maui_Rapid_01,DAR_04_1,DAR_Maui,AW,Maui,MHI,,FirstTrialRun_4_16_AW,,20,,20.643149,-156.447831,9/3/2019,78.5,40,,,2,,PLUT,,,,,PCOM,,,,,,,,,,,,,,,,,,,,
DAR_Maui_Rapid_01,DAR_04_1,DAR_Maui,RS,Maui,MHI,,FirstTrialRun_4_16_RS,,20,,20.643149,-156.447831,9/3/2019,78.5,50,,,0,,PCOM,30,,,,PLOB,10,,,,MPAT,1,,,,,,,,,,,,,,
DAR_Maui_Rapid_01,DAR_04_1,DAR_Maui,AW,Maui,MHI,,FirstTrialRun_4_17_AW,,20,,20.643362,-156.448014,9/3/2019,78.5,40,,,2,,PLUT,,,,,PCOM,,,,,,,,,,,,,,,,,,,,
DAR_Maui_Rapid_01,DAR_04_1,DAR_Maui,RS,Maui,MHI,,FirstTrialRun_4_17_RS,,20,,20.643362,-156.448014,9/3/2019,78.5,40,,,1,,PCOM,24,,,,PLOB,8,,,,MPAT,0.8,,,,,,,,,,,,,,
DAR_Maui_Rapid_01,DAR_04_1,DAR_Maui,AW,Maui,MHI,,FirstTrialRun_5_21_AW,,20,,20.655696,-156.445336,9/3/2019,78.5,10,,,1,,PLUT,,,,,MCAP,,,,,,,,,,,,,,,,,,,,
DAR_Maui_Rapid_01,DAR_04_1,DAR_Maui,RS,Maui,MHI,,FirstTrialRun_5_21_RS,,25,,20.655696,-156.445336,9/3/2019,78.5,20,,,1,,PLUT,12,,,,PCOM,2,,,,MCAP,2,,,,,,,,,,,,,,
DAR_Maui_Rapid_01,DAR_04_1,DAR_Maui,AW,Maui,MHI,,FirstTrialRun_5_22_AW,,20,,20.655757,-156.445078,9/3/2019,78.5,10,,,1,,PLUT,,,,,MCAP,,,,,,,,,,,,,,,,,,,,
DAR_Maui_Rapid_01,DAR_04_1,DAR_Maui,RS,Maui,MHI,,FirstTrialRun_5_22_RS,,25,,20.655757,-156.445078,9/3/2019,78.5,10,,,0,,PLUT,6,,,,PCOM,1,,,,MCAP,1,,,,,,,,,,,,,,
DAR_Maui_Rapid_01,DAR_04_1,DAR_Maui,AW,Maui,MHI,,FirstTrialRun_6_1_AW,,15,,20.678226,-156.445511,9/3/2019,78.5,10,,,1,,PLUT,,,,,PCOM,,,,,MCAP,,,,,,,,,,,,,,,
DAR_Maui_Rapid_01,DAR_04_1,DAR_Maui,RS,Maui,MHI,,FirstTrialRun_6_1_RS,,15,,20.678226,-156.445511,9/3/2019,78.5,20,,,1,,PCOM,12,,,,PLOB,4,,,,MCAP,0.6,,,,,,,,,,,,,,
DAR_Maui_Rapid_01,DAR_04_1,DAR_Maui,AW,Maui,MHI,,FirstTrialRun_6_2_AW,,15,,20.678343,-156.445567,9/3/2019,78.5,20,,,1,,PLUT,,,,,PCOM,,,,,MCAP,,,,,,,,,,,,,,,
DAR_Maui_Rapid_01,DAR_04_1,DAR_Maui,RS,Maui,MHI,,FirstTrialRun_6_2_RS,,15,,20.678343,-156.445567,9/3/2019,78.5,20,,,1,,PCOM,12,,,,PLOB,4,,,,MCAP,0.6,,,,,,,,,,,,,,
DAR_Maui_Rapid_01,DAR_04_1,DAR_Maui,AW,Maui,MHI,,FirstTrialRun_7_6_AW,,30,,20.691858,-156.446609,9/3/2019,78.5,40,,,1,,PLUT,,,,,MCAP,,,,,,,,,,,,,,,,,,,,
DAR_Maui_Rapid_01,DAR_04_1,DAR_Maui,RS,Maui,MHI,,FirstTrialRun_7_6_RS,,35,,20.691858,-156.446609,9/3/2019,78.5,40,,,1,,PCOM,20,,,,PLOB,12,,,,MOSP,2,,,,,,,,,,,,,,
DAR_Maui_Rapid_01,DAR_04_1,DAR_Maui,AW,Maui,MHI,,FirstTrialRun_7_7_AW,,30,,20.691738,-156.446623,9/3/2019,78.5,30,,,1,,PLUT,,,,,MCAP,,,,,,,,,,,,,,,,,,,,
DAR_Maui_Rapid_01,DAR_04_1,DAR_Maui,RS,Maui,MHI,,FirstTrialRun_7_7_RS,,35,,20.691738,-156.446623,9/3/2019,78.5,30,,,1,,PCOM,15,,,,PLOB,9,,,,MOSP,1.5,,,,,,,,,,,,,,
DAR_Maui_Rapid_01,DAR_04_1,DAR_Maui,AW,Maui,MHI,,FirstTrialRun_8_11_AW,,,Shallow,20.709429,-156.447606,9/3/2019,78.5,50,,,2,,PLUT,,,,,MCAP,,,,,MPAT,,,,,PMEA,,,,,,,,,,
DAR_Maui_Rapid_01,DAR_04_1,DAR_Maui,RS,Maui,MHI,,FirstTrialRun_8_11_RS,,,Shallow,20.709429,-156.447606,9/3/2019,78.5,50,,,2,,PLUT,25,,,,PCOM,15,,,,MCAP,5,,,,,,,,,,,,,,
DAR_Maui_Rapid_01,DAR_04_1,DAR_Maui,AW,Maui,MHI,,FirstTrialRun_8_12_AW,,,Shallow,20.709648,-156.44763,9/3/2019,78.5,40,,,2,,PLUT,,,,,MCAP,,,,,MPAT,,,,,,,,,,,,,,,
DAR_Maui_Rapid_01,DAR_04_1,DAR_Maui,RS,Maui,MHI,,FirstTrialRun_8_12_RS,,,Shallow,20.709648,-156.44763,9/3/2019,78.5,40,,,2,,PLUT,20,,,,PCOM,12,,,,MCAP,4,,,,PMEA,,,,,,,,,,
DAR_Maui_Rapid_01,DAR_04_1,DAR_Maui,AW,Maui,MHI,,FirstTrialRun_9_16_AW,,,Shallow,20.727575,-156.454694,9/3/2019,78.5,40,,,2,,MCAP,,,,,MPAT,,,,,PLOB,,,,,,,,,,,,,,,
DAR_Maui_Rapid_01,DAR_04_1,DAR_Maui,RS,Maui,MHI,,FirstTrialRun_9_16_RS,,,Shallow,20.727575,-156.454694,9/3/2019,78.5,30,,,1,,PLUT,9,,,,MCAP,15,,,,,,,,,,,,,,,,,,,
DAR_Maui_Rapid_01,DAR_04_1,DAR_Maui,AW,Maui,MHI,,FirstTrialRun_9_17_AW,,,Shallow,20.727624,-156.454792,9/3/2019,78.5,30,,,1,,MCAP,,,,,MPAT,,,,,PLOB,,,,,,,,,,,,,,,
DAR_Maui_Rapid_01,DAR_04_1,DAR_Maui,RS,Maui,MHI,,FirstTrialRun_9_17_RS,,,Shallow,20.727624,-156.454792,9/3/2019,78.5,30,,,1,,PLUT,9,,,,MCAP,15,,,,,,,,,,,,,,,,,,,
DAR_Maui_Rapid_02,DAR_04_2,DAR_Maui,CP,Maui,MHI,,Paia_A1_CP,,36,,20.935032,-156.370238,9/24/2019,78.5,,1,,4,,PMEA,2,,,,PLOB,2,,,,,,,,,,,,,,,,,,,
DAR_Maui_Rapid_02,DAR_04_2,DAR_Maui,TM,Maui,MHI,,Paia_A1_TM,,40,,20.935032,-156.370238,9/24/2019,78.5,,1,,0,,PLUT,1.5,,,,PMEA,0.5,,,,PCOM,0.05,,,,,,,,,,,,,,
DAR_Maui_Rapid_02,DAR_04_2,DAR_Maui,CP,Maui,MHI,,Paia_A10_CP,,14,,20.931032,-156.372482,9/24/2019,78.5,,2,,1,,PMEA,14.7,,,,MFLA,1.05,,,,PLOB,2.1,,,,,,,,,,,,,,
DAR_Maui_Rapid_02,DAR_04_2,DAR_Maui,TM,Maui,MHI,,Paia_A10_TM,,10,,20.931032,-156.372482,9/24/2019,78.5,,1,,0,,PMEA,4,,,,PDUE,0.75,,,,,,,,,,,,,,,,,,,
DAR_Maui_Rapid_02,DAR_04_2,DAR_Maui,CP,Maui,MHI,,Paia_A11_CP,,16,,20.930793,-156.37334,9/24/2019,78.5,,2,,0,,PMEA,8.4,,,,PLOB,6.3,,,,MFLA,0.63,,,,,,,,,,,,,,
DAR_Maui_Rapid_02,DAR_04_2,DAR_Maui,TM,Maui,MHI,,Paia_A11_TM,,15,,20.930793,-156.37334,9/24/2019,78.5,,1,,1,,PLUT,2.5,,,,PMEA,2,,,,PDUE,0.25,,,,,,,,,,,,,,
DAR_Maui_Rapid_02,DAR_04_2,DAR_Maui,CP,Maui,MHI,,Paia_A12_CP,,15,,20.930438,-156.374288,9/24/2019,78.5,,2,,0,,PMEA,8.4,,,,PLOB,6.3,,,,,,,,,,,,,,,,,,,
DAR_Maui_Rapid_02,DAR_04_2,DAR_Maui,TM,Maui,MHI,,Paia_A12_TM,,21,,20.930438,-156.374288,9/24/2019,78.5,,1,,1,,PLUT,3,,,,PMEA,0.5,,,,,,,,,,,,,,,,,,,
DAR_Maui_Rapid_02,DAR_04_2,DAR_Maui,CP,Maui,MHI,,Paia_A13_CP,,15,,20.930146,-156.3752,9/24/2019,78.5,,1,,0,,PLUT,3,,,,PMEA,1,,,,MFLA,0.25,,,,,,,,,,,,,,
DAR_Maui_Rapid_02,DAR_04_2,DAR_Maui,TM,Maui,MHI,,Paia_A13_TM,,21,,20.930146,-156.3752,9/24/2019,78.5,,1,,0,,PLUT,3.5,,,,MFLA,0.5,,,,PVAR,0.5,,,,,,,,,,,,,,
DAR_Maui_Rapid_02,DAR_04_2,DAR_Maui,CP,Maui,MHI,,Paia_A14_CP,,46,,20.930798,-156.386442,9/25/2019,78.5,,4,,1,,PLUT,31.5,,,,PCOM,22.05,,,,PMEA,4.41,,,,,,,,,,,,,,
DAR_Maui_Rapid_02,DAR_04_2,DAR_Maui,TM,Maui,MHI,,Paia_A14_TM,,40,,20.930798,-156.386442,9/25/2019,78.5,,3,,1,,PLUT,24.6,,,,PMEA,2.05,,,,PCOM,4.1,,,,,,,,,,,,,,
DAR_Maui_Rapid_02,DAR_04_2,DAR_Maui,CP,Maui,MHI,,Paia_A15_CP,,55,,20.93139,-156.38532,9/25/2019,78.5,,5,,0,,PLUT,52.8,,,,PCOM,31,,,,PMEA,3.52,,,,,,,,,,,,,,
DAR_Maui_Rapid_02,DAR_04_2,DAR_Maui,TM,Maui,MHI,,Paia_A15_TM,,47,,20.93139,-156.38532,9/25/2019,78.5,,4,,1,,PLUT,37.8,,,,PCOM,12.6,,,,PMEA,0.63,,,,,,,,,,,,,,
DAR_Maui_Rapid_02,DAR_04_2,DAR_Maui,CP,Maui,MHI,,Paia_A16_CP,,42,,20.93131,-156.384048,9/25/2019,78.5,,4,,1,,PLUT,44.1,,,,PMEA,4.41,,,,,,,,,,,,,,,,,,,
DAR_Maui_Rapid_02,DAR_04_2,DAR_Maui,TM,Maui,MHI,,Paia_A16_TM,,47,,20.93131,-156.384048,9/25/2019,78.5,,3,,1,,PLUT,28.7,,,,PMEA,4.1,,,,,,,,,,,,,,,,,,,
DAR_Maui_Rapid_02,DAR_04_2,DAR_Maui,CP,Maui,MHI,,Paia_A17_CP,,46,,20.930075,-156.390033,9/25/2019,78.5,,4,,1,,PLUT,44.1,,,,PCOM,12.6,,,,MCAP,1.89,,,,,,,,,,,,,,
DAR_Maui_Rapid_02,DAR_04_2,DAR_Maui,TM,Maui,MHI,,Paia_A17_TM,,43,,20.930075,-156.390033,9/25/2019,78.5,,3,,1,,PCOM,12.3,,,,PLOB,22.55,,,,PMEA,2.05,,,,,,,,,,,,,,
DAR_Maui_Rapid_02,DAR_04_2,DAR_Maui,CP,Maui,MHI,,Paia_A18_CP,,32,,20.9293,-156.3907,9/25/2019,78.5,,3,,1,,PLUT,28.7,,,,PMEA,2.05,,,,MCAP,2.05,,,,,,,,,,,,,,
DAR_Maui_Rapid_02,DAR_04_2,DAR_Maui,TM,Maui,MHI,,Paia_A18_TM,,35,,20.9293,-156.3907,9/25/2019,78.5,,2,,0,,PLUT,16.8,,,,PCOM,2.1,,,,,,,,,,,,,,,,,,,
DAR_Maui_Rapid_02,DAR_04_2,DAR_Maui,CP,Maui,MHI,,Paia_A19_CP,,33,,20.92875,-156.3917,9/25/2019,78.5,,1,,0,,PMEA,4,,,,PLOB,0.25,,,,,,,,,,,,,,,,,,,
DAR_Maui_Rapid_02,DAR_04_2,DAR_Maui,TM,Maui,MHI,,Paia_A19_TM,,37,,20.92875,-156.3917,9/25/2019,78.5,,1,,0,,PLUT,3.5,,,,PMEA,0.5,,,,MPAT,0.5,,,,,,,,,,,,,,
DAR_Maui_Rapid_02,DAR_04_2,DAR_Maui,CP,Maui,MHI,,Paia_A2_CP,,38,,20.93462,-156.37113,9/24/2019,78.5,,4,,0,,PLUT,37.8,,,,PMEA,6.3,,,,PCOM,6.3,,,,,,,,,,,,,,
DAR_Maui_Rapid_02,DAR_04_2,DAR_Maui,TM,Maui,MHI,,Paia_A2_TM,,37,,20.93462,-156.37113,9/24/2019,78.5,,2,,1,,PLUT,13.65,,,,PMEA,1.05,,,,PCOM,3.15,,,,,,,,,,,,,,
DAR_Maui_Rapid_02,DAR_04_2,DAR_Maui,CP,Maui,MHI,,Paia_A20_CP,,36,,20.928539,-156.392733,9/25/2019,78.5,,2,,0,,PLUT,16.8,,,,PCOM,2.1,,,,PMEA,0.63,,,,,,,,,,,,,,
DAR_Maui_Rapid_02,DAR_04_2,DAR_Maui,TM,Maui,MHI,,Paia_A20_TM,,33,,20.928539,-156.392733,9/25/2019,78.5,,1,,0,,PLUT,4.5,,,,,,,,,,,,,,,,,,,,,,,,
DAR_Maui_Rapid_02,DAR_04_2,DAR_Maui,CP,Maui,MHI,,Paia_A3_CP,,36,,20.93402,-156.37198,9/24/2019,78.5,,3,,1,,PCOM,12.3,,,,PLOB,10.25,,,,PMEA,4.1,,,,,,,,,,,,,,
DAR_Maui_Rapid_02,DAR_04_2,DAR_Maui,TM,Maui,MHI,,Paia_A3_TM,,32,,20.93402,-156.37198,9/24/2019,78.5,,1,,0,,PLUT,4,,,,PMEA,0.25,,,,PCOM,0.25,,,,,,,,,,,,,,
DAR_Maui_Rapid_02,DAR_04_2,DAR_Maui,CP,Maui,MHI,,Paia_A4_CP,,30,,20.933753,-156.372749,9/24/2019,78.5,,2,,0,,PMEA,8.4,,,,PLOB,5.25,,,,PCOM,1.05,,,,,,,,,,,,,,
DAR_Maui_Rapid_02,DAR_04_2,DAR_Maui,TM,Maui,MHI,,Paia_A4_TM,,31,,20.933753,-156.372749,9/24/2019,78.5,,1,,0,,PLUT,3.5,,,,PMEA,1,,,,,,,,,,,,,,,,,,,
DAR_Maui_Rapid_02,DAR_04_2,DAR_Maui,CP,Maui,MHI,,Paia_A5_CP,,36,,20.93372,-156.373855,9/24/2019,78.5,,2,,1,,PMEA,8.4,,,,PLOB,8.4,,,,,,,,,,,,,,,,,,,
DAR_Maui_Rapid_02,DAR_04_2,DAR_Maui,TM,Maui,MHI,,Paia_A5_TM,,35,,20.93372,-156.373855,9/24/2019,78.5,,1,,1,,PLUT,4,,,,PMEA,0.5,,,,PCOM,0.25,,,,,,,,,,,,,,
DAR_Maui_Rapid_02,DAR_04_2,DAR_Maui,CP,Maui,MHI,,Paia_A6_CP,,36,,20.93347,-156.37458,9/24/2019,78.5,,4,,1,,PLUT,37.8,,,,PMEA,12.6,,,,PCOM,6.3,,,,,,,,,,,,,,
DAR_Maui_Rapid_02,DAR_04_2,DAR_Maui,TM,Maui,MHI,,Paia_A6_TM,,38,,20.93347,-156.37458,9/24/2019,78.5,,2,,1,,PLUT,14.7,,,,PMEA,2.1,,,,PCOM,1.68,,,,,,,,,,,,,,
