Dataset_Name,Organization_Name,Observer_Name,Island_Name,Location_Name,Site_Name,Depth_ft,Depth_m,DepthBin_5m,Longitude_DD,Latitude_DD,ObservationDate,AreaSurveyed_m2,PercentLiveCoralCover,PctCoralUnbleached,PctCoralPartialBleached,PctCoralFullyBleached,PctAffected,UploadDate,InstitutionDataOwner,SupplierOfDataset,OwnerOfRecordForDataset,DataAuthors,DataManager,Method_Type,RasterAddress_1km,Longitude_RAS_1km,Latitude_RAS_1km,,,,,,,
NOAA_MHI_2015,NOAA-CREP,CREP-TOW,Lanai,,20151108302_LAN,21.99259999,8.203344477,"(5,10]",-156.9476549,20.73451471,2015/11/08,2236.2,50,65,20,15,35,10/5/2016,NOAA-CREP,NOAA CREP,NOAA CREP,"Noah Pomeroy, Thomas Oliver",Troy Kanemura,Towboard Survey,19616,-156.9511823,20.73317463,,,,,,,
NOAA_MHI_2015,NOAA-CREP,CREP-TOW,Lanai,,20151108303_LAN,28.97331318,10.33106586,"(10,15]",-156.9461511,20.73493709,2015/11/08,2533,27.5,70,15,15,30,10/5/2016,NOAA-CREP,NOAA CREP,NOAA CREP,"Noah Pomeroy, Thomas Oliver",Troy Kanemura,Towboard Survey,19617,-156.9421683,20.73317463,,,,,,,
NOAA_MHI_2015,NOAA-CREP,CREP-TOW,Lanai,,20151108304_LAN,20.42618713,7.725901837,"(5,10]",-156.9445316,20.73470331,2015/11/08,2546.7,10,57.5,25,17.5,42.5,10/5/2016,NOAA-CREP,NOAA CREP,NOAA CREP,"Noah Pomeroy, Thomas Oliver",Troy Kanemura,Towboard Survey,19617,-156.9421683,20.73317463,,,,,,,
NOAA_MHI_2015,NOAA-CREP,CREP-TOW,Lanai,,20151108305_LAN,25.00053864,9.120164177,"(5,10]",-156.9427591,20.73456837,2015/11/08,2407.4,10,65,20,15,35,10/5/2016,NOAA-CREP,NOAA CREP,NOAA CREP,"Noah Pomeroy, Thomas Oliver",Troy Kanemura,Towboard Survey,19617,-156.9421683,20.73317463,,,,,,,
NOAA_MHI_2015,NOAA-CREP,CREP-TOW,Lanai,,20151108306_LAN,21.38542945,8.018278896,"(5,10]",-156.9410477,20.73454053,2015/11/08,3054.5,7.5,32.5,12.5,55,67.5,10/5/2016,NOAA-CREP,NOAA CREP,NOAA CREP,"Noah Pomeroy, Thomas Oliver",Troy Kanemura,Towboard Survey,19617,-156.9421683,20.73317463,,,,,,,
NOAA_MHI_2015,NOAA-CREP,CREP-TOW,Lanai,,20151108307_LAN,28.20290741,10.09624618,"(10,15]",-156.9393176,20.73473204,2015/11/08,2260.8,22.5,55,22.5,22.5,45,10/5/2016,NOAA-CREP,NOAA CREP,NOAA CREP,"Noah Pomeroy, Thomas Oliver",Troy Kanemura,Towboard Survey,19617,-156.9421683,20.73317463,,,,,,,
NOAA_MHI_2015,NOAA-CREP,CREP-TOW,Lanai,,20151108308_LAN,27.65457685,9.929115024,"(5,10]",-156.9375937,20.73526101,2015/11/08,2219,5,62.5,17.5,20,37.5,10/5/2016,NOAA-CREP,NOAA CREP,NOAA CREP,"Noah Pomeroy, Thomas Oliver",Troy Kanemura,Towboard Survey,19618,-156.9331543,20.73317463,,,,,,,
NOAA_MHI_2015,NOAA-CREP,CREP-TOW,Lanai,,20151108309_LAN,27.11447529,9.764492068,"(5,10]",-156.9366158,20.73431012,2015/11/08,2357.7,10,52.5,22.5,25,47.5,10/5/2016,NOAA-CREP,NOAA CREP,NOAA CREP,"Noah Pomeroy, Thomas Oliver",Troy Kanemura,Towboard Survey,19618,-156.9331543,20.73317463,,,,,,,
NOAA_MHI_2015,NOAA-CREP,CREP-TOW,Lanai,,20151108310_LAN,18.61072894,7.172550181,"(5,10]",-156.9348437,20.73372268,2015/11/08,2713.5,15,47.5,12.5,40,52.5,10/5/2016,NOAA-CREP,NOAA CREP,NOAA CREP,"Noah Pomeroy, Thomas Oliver",Troy Kanemura,Towboard Survey,19618,-156.9331543,20.73317463,,,,,,,
NOAA_MHI_2015,NOAA-CREP,CREP-TOW,Lanai,,20151108401_LAN,30.18523396,10.70045931,"(10,15]",-156.9595403,20.73108755,2015/11/08,2618.5,32.5,62.5,25,12.5,37.5,10/5/2016,NOAA-CREP,NOAA CREP,NOAA CREP,"Noah Pomeroy, Thomas Oliver",Troy Kanemura,Towboard Survey,19615,-156.9601963,20.73317463,,,,,,,
NOAA_MHI_2015,NOAA-CREP,CREP-TOW,Lanai,,20151108402_LAN,32.00921965,11.25641015,"(10,15]",-156.957466,20.73220208,2015/11/08,2564.6,22.5,65,20,15,35,10/5/2016,NOAA-CREP,NOAA CREP,NOAA CREP,"Noah Pomeroy, Thomas Oliver",Troy Kanemura,Towboard Survey,19615,-156.9601963,20.73317463,,,,,,,
NOAA_MHI_2015,NOAA-CREP,CREP-TOW,Lanai,,20151108403_LAN,24.22835799,8.884803515,"(5,10]",-156.9551783,20.73249862,2015/11/08,2651,27.5,70,15,15,30,10/5/2016,NOAA-CREP,NOAA CREP,NOAA CREP,"Noah Pomeroy, Thomas Oliver",Troy Kanemura,Towboard Survey,19616,-156.9511823,20.73317463,,,,,,,
NOAA_MHI_2015,NOAA-CREP,CREP-TOW,Lanai,,20151108404_LAN,27.3690362,9.842082234,"(5,10]",-156.9529876,20.73327973,2015/11/08,2328.6,22.5,60,20,20,40,10/5/2016,NOAA-CREP,NOAA CREP,NOAA CREP,"Noah Pomeroy, Thomas Oliver",Troy Kanemura,Towboard Survey,19616,-156.9511823,20.73317463,,,,,,,
NOAA_MHI_2015,NOAA-CREP,CREP-TOW,Lanai,,20151108405_LAN,32.08274273,11.27881998,"(10,15]",-156.95086,20.73331565,2015/11/08,2420.4,22.5,65,17.5,17.5,35,10/5/2016,NOAA-CREP,NOAA CREP,NOAA CREP,"Noah Pomeroy, Thomas Oliver",Troy Kanemura,Towboard Survey,19616,-156.9511823,20.73317463,,,,,,,
NOAA_MHI_2015,NOAA-CREP,CREP-TOW,Lanai,,20151108406_LAN,33.30235467,11.6505577,"(10,15]",-156.9488779,20.73409835,2015/11/08,2284.9,32.5,70,20,10,30,10/5/2016,NOAA-CREP,NOAA CREP,NOAA CREP,"Noah Pomeroy, Thomas Oliver",Troy Kanemura,Towboard Survey,19616,-156.9511823,20.73317463,,,,,,,
NOAA_MHI_2015,NOAA-CREP,CREP-TOW,Lanai,,20151108407_LAN,30.54311444,10.80954128,"(10,15]",-156.946698,20.7343479,2015/11/08,2303.5,25,65,22.5,12.5,35,10/5/2016,NOAA-CREP,NOAA CREP,NOAA CREP,"Noah Pomeroy, Thomas Oliver",Troy Kanemura,Towboard Survey,19616,-156.9511823,20.73317463,,,,,,,
NOAA_MHI_2015,NOAA-CREP,CREP-TOW,Lanai,,20151108408_LAN,27.6756065,9.935524861,"(5,10]",-156.9446562,20.73462425,2015/11/08,2248.4,22.5,65,25,10,35,10/5/2016,NOAA-CREP,NOAA CREP,NOAA CREP,"Noah Pomeroy, Thomas Oliver",Troy Kanemura,Towboard Survey,19617,-156.9421683,20.73317463,,,,,,,
NOAA_MHI_2015,NOAA-CREP,CREP-TOW,Lanai,,20151108409_LAN,33.39744523,11.67954131,"(10,15]",-156.9425901,20.73448048,2015/11/08,2144.6,25,55,25,20,45,10/5/2016,NOAA-CREP,NOAA CREP,NOAA CREP,"Noah Pomeroy, Thomas Oliver",Troy Kanemura,Towboard Survey,19617,-156.9421683,20.73317463,,,,,,,
NOAA_MHI_2015,NOAA-CREP,CREP-TOW,Lanai,,20151108410_LAN,26.18843041,9.482233589,"(5,10]",-156.9406868,20.73427873,2015/11/08,2134,25,62.5,22.5,15,37.5,10/5/2016,NOAA-CREP,NOAA CREP,NOAA CREP,"Noah Pomeroy, Thomas Oliver",Troy Kanemura,Towboard Survey,19617,-156.9421683,20.73317463,,,,,,,
NOAA_MHI_2015,NOAA-CREP,CREP-TOW,Maui,,20151110101_MAI,21.42022787,8.028885455,"(5,10]",-156.4417096,20.60398025,2015/11/10,2954.8,5,93,4,3,7,10/5/2016,NOAA-CREP,NOAA CREP,NOAA CREP,"Noah Pomeroy, Thomas Oliver",Troy Kanemura,Towboard Survey,22963,-156.4373844,20.60682163,,,,,,,
NOAA_MHI_2015,NOAA-CREP,CREP-TOW,Maui,,20151110102_MAI,27.29954693,9.820901904,"(5,10]",-156.4395768,20.60353113,2015/11/10,2079.7,10,91.5,5.5,3,8.5,10/5/2016,NOAA-CREP,NOAA CREP,NOAA CREP,"Noah Pomeroy, Thomas Oliver",Troy Kanemura,Towboard Survey,22963,-156.4373844,20.60682163,,,,,,,
NOAA_MHI_2015,NOAA-CREP,CREP-TOW,Maui,,20151110103_MAI,22.19891642,8.266229725,"(5,10]",-156.4380731,20.60250458,2015/11/10,2449.5,12.5,94,3,3,6,10/5/2016,NOAA-CREP,NOAA CREP,NOAA CREP,"Noah Pomeroy, Thomas Oliver",Troy Kanemura,Towboard Survey,22963,-156.4373844,20.60682163,,,,,,,
NOAA_MHI_2015,NOAA-CREP,CREP-TOW,Maui,,20151110104_MAI,19.24540744,7.366000188,"(5,10]",-156.4382275,20.60016259,2015/11/10,2981,25,94,3,3,6,10/5/2016,NOAA-CREP,NOAA CREP,NOAA CREP,"Noah Pomeroy, Thomas Oliver",Troy Kanemura,Towboard Survey,23198,-156.4373844,20.59779642,,,,,,,
NOAA_MHI_2015,NOAA-CREP,CREP-TOW,Maui,,20151110105_MAI,24.67708009,9.021574011,"(5,10]",-156.4376197,20.59821597,2015/11/10,2373,12.5,92,5,3,8,10/5/2016,NOAA-CREP,NOAA CREP,NOAA CREP,"Noah Pomeroy, Thomas Oliver",Troy Kanemura,Towboard Survey,23198,-156.4373844,20.59779642,,,,,,,
NOAA_MHI_2015,NOAA-CREP,CREP-TOW,Maui,,20151110106_MAI,27.00163591,9.730098625,"(5,10]",-156.4360171,20.59789824,2015/11/10,1687.1,15,88,10,2,12,10/5/2016,NOAA-CREP,NOAA CREP,NOAA CREP,"Noah Pomeroy, Thomas Oliver",Troy Kanemura,Towboard Survey,23198,-156.4373844,20.59779642,,,,,,,
NOAA_MHI_2015,NOAA-CREP,CREP-TOW,Maui,,20151110107_MAI,21.6603746,8.102082178,"(5,10]",-156.4347126,20.59749447,2015/11/10,1978.3,12.5,94.5,3,2.5,5.5,10/5/2016,NOAA-CREP,NOAA CREP,NOAA CREP,"Noah Pomeroy, Thomas Oliver",Troy Kanemura,Towboard Survey,23198,-156.4373844,20.59779642,,,,,,,
NOAA_MHI_2015,NOAA-CREP,CREP-TOW,Maui,,20151110108_MAI,23.92942506,8.793688758,"(5,10]",-156.4334593,20.59613099,2015/11/10,1714.9,15,94,3,3,6,10/5/2016,NOAA-CREP,NOAA CREP,NOAA CREP,"Noah Pomeroy, Thomas Oliver",Troy Kanemura,Towboard Survey,23198,-156.4373844,20.59779642,,,,,,,
NOAA_MHI_2015,NOAA-CREP,CREP-TOW,Maui,,20151110109_MAI,18.61032287,7.172426411,"(5,10]",-156.4321385,20.59587268,2015/11/10,1695.3,12.5,98,1,1,2,10/5/2016,NOAA-CREP,NOAA CREP,NOAA CREP,"Noah Pomeroy, Thomas Oliver",Troy Kanemura,Towboard Survey,23199,-156.4283704,20.59779642,,,,,,,
NOAA_MHI_2015,NOAA-CREP,CREP-TOW,Maui,,20151110110_MAI,24.90348942,9.090583575,"(5,10]",-156.4309857,20.59494953,2015/11/10,1852.1,12.5,98,1,1,2,10/5/2016,NOAA-CREP,NOAA CREP,NOAA CREP,"Noah Pomeroy, Thomas Oliver",Troy Kanemura,Towboard Survey,23199,-156.4283704,20.59779642,,,,,,,
NOAA_MHI_2015,NOAA-CREP,CREP-TOW,Maui,,20151110201_MAI,15.24294399,6.146049328,"(5,10]",-156.441507,20.62249651,2015/11/10,2356.2,15,91,5,4,9,10/5/2016,NOAA-CREP,NOAA CREP,NOAA CREP,"Noah Pomeroy, Thomas Oliver",Troy Kanemura,Towboard Survey,22493,-156.4373844,20.62487206,,,,,,,
NOAA_MHI_2015,NOAA-CREP,CREP-TOW,Maui,,20151110202_MAI,13.01670581,5.467491931,"(5,10]",-156.4408229,20.62066836,2015/11/10,2431.7,27.5,91,5,4,9,10/5/2016,NOAA-CREP,NOAA CREP,NOAA CREP,"Noah Pomeroy, Thomas Oliver",Troy Kanemura,Towboard Survey,22493,-156.4373844,20.62487206,,,,,,,
NOAA_MHI_2015,NOAA-CREP,CREP-TOW,Maui,,20151110203_MAI,14.48985675,5.916508337,"(5,10]",-156.4398122,20.61891219,2015/11/10,2335.7,37.5,87.5,7.5,5,12.5,10/5/2016,NOAA-CREP,NOAA CREP,NOAA CREP,"Noah Pomeroy, Thomas Oliver",Troy Kanemura,Towboard Survey,22728,-156.4373844,20.61584685,,,,,,,
NOAA_MHI_2015,NOAA-CREP,CREP-TOW,Maui,,20151110204_MAI,14.64809005,5.964737847,"(5,10]",-156.4386912,20.61721445,2015/11/10,2373.1,32.5,93,5,2,7,10/5/2016,NOAA-CREP,NOAA CREP,NOAA CREP,"Noah Pomeroy, Thomas Oliver",Troy Kanemura,Towboard Survey,22728,-156.4373844,20.61584685,,,,,,,
NOAA_MHI_2015,NOAA-CREP,CREP-TOW,Maui,,20151110205_MAI,23.6579732,8.710950231,"(5,10]",-156.438887,20.61528606,2015/11/10,2077.8,42.5,93,3,4,7,10/5/2016,NOAA-CREP,NOAA CREP,NOAA CREP,"Noah Pomeroy, Thomas Oliver",Troy Kanemura,Towboard Survey,22728,-156.4373844,20.61584685,,,,,,,
NOAA_MHI_2015,NOAA-CREP,CREP-TOW,Maui,,20151110301_MAI,21.69979847,8.114098574,"(5,10]",-156.4637661,20.74943018,2015/11/10,1817.4,52.5,67.5,20,12.5,32.5,10/5/2016,NOAA-CREP,NOAA CREP,NOAA CREP,"Noah Pomeroy, Thomas Oliver",Troy Kanemura,Towboard Survey,19200,-156.4644264,20.75122506,,,,,,,
NOAA_MHI_2015,NOAA-CREP,CREP-TOW,Maui,,20151110302_MAI,23.54707274,8.677147771,"(5,10]",-156.4632845,20.74778,2015/11/10,2029.3,0.1,85,7.5,7.5,15,10/5/2016,NOAA-CREP,NOAA CREP,NOAA CREP,"Noah Pomeroy, Thomas Oliver",Troy Kanemura,Towboard Survey,19200,-156.4644264,20.75122506,,,,,,,
NOAA_MHI_2015,NOAA-CREP,CREP-TOW,Maui,,20151110303_MAI,20.5985657,7.778442825,"(5,10]",-156.4625037,20.74642396,2015/11/10,1966.1,0,100,0,0,0,10/5/2016,NOAA-CREP,NOAA CREP,NOAA CREP,"Noah Pomeroy, Thomas Oliver",Troy Kanemura,Towboard Survey,19435,-156.4644264,20.74219984,,,,,,,
NOAA_MHI_2015,NOAA-CREP,CREP-TOW,Maui,,20151110304_MAI,13.01809972,5.467916795,"(5,10]",-156.4613597,20.74510435,2015/11/10,1931.1,0.1,40,0,60,60,10/5/2016,NOAA-CREP,NOAA CREP,NOAA CREP,"Noah Pomeroy, Thomas Oliver",Troy Kanemura,Towboard Survey,19435,-156.4644264,20.74219984,,,,,,,
NOAA_MHI_2015,NOAA-CREP,CREP-TOW,Maui,,20151110401_MAI,7.150133615,3.679360726,"[0,5]",-156.4597465,20.74053642,2015/11/10,1877.5,15,45,40,15,55,10/5/2016,NOAA-CREP,NOAA CREP,NOAA CREP,"Noah Pomeroy, Thomas Oliver",Troy Kanemura,Towboard Survey,19436,-156.4554124,20.74219984,,,,,,,
NOAA_MHI_2015,NOAA-CREP,CREP-TOW,Maui,,20151110402_MAI,5.554408337,3.192983661,"[0,5]",-156.4594391,20.73891349,2015/11/10,1972.1,22.5,52.5,30,17.5,47.5,10/5/2016,NOAA-CREP,NOAA CREP,NOAA CREP,"Noah Pomeroy, Thomas Oliver",Troy Kanemura,Towboard Survey,19436,-156.4554124,20.74219984,,,,,,,
NOAA_MHI_2015,NOAA-CREP,CREP-TOW,Maui,,20151110403_MAI,6.28872487,3.41680334,"[0,5]",-156.4598458,20.7371706,2015/11/10,2134.5,22.5,47.5,32.5,20,52.5,10/5/2016,NOAA-CREP,NOAA CREP,NOAA CREP,"Noah Pomeroy, Thomas Oliver",Troy Kanemura,Towboard Survey,19671,-156.4554124,20.73317463,,,,,,,
NOAA_MHI_2015,NOAA-CREP,CREP-TOW,Maui,,20151110404_MAI,6.151575,3.37500006,"[0,5]",-156.4599677,20.73539758,2015/11/10,2012.9,25,52.5,32.5,15,47.5,10/5/2016,NOAA-CREP,NOAA CREP,NOAA CREP,"Noah Pomeroy, Thomas Oliver",Troy Kanemura,Towboard Survey,19670,-156.4644264,20.73317463,,,,,,,
NOAA_MHI_2015,NOAA-CREP,CREP-TOW,Maui,,20151110405_MAI,5.698496373,3.236901694,"[0,5]",-156.4592921,20.73386052,2015/11/10,2089.9,20,52.5,32.5,15,47.5,10/5/2016,NOAA-CREP,NOAA CREP,NOAA CREP,"Noah Pomeroy, Thomas Oliver",Troy Kanemura,Towboard Survey,19671,-156.4554124,20.73317463,,,,,,,
NOAA_MHI_2015,NOAA-CREP,CREP-TOW,Maui,,20151110406_MAI,6.294963843,3.418704979,"[0,5]",-156.4586976,20.73216298,2015/11/10,2018.3,22.5,55,20,25,45,10/5/2016,NOAA-CREP,NOAA CREP,NOAA CREP,"Noah Pomeroy, Thomas Oliver",Troy Kanemura,Towboard Survey,19671,-156.4554124,20.73317463,,,,,,,
NOAA_MHI_2015,NOAA-CREP,CREP-TOW,Maui,,20151110407_MAI,9.39014057,4.362114846,"[0,5]",-156.4580662,20.73054129,2015/11/10,1943,22.5,57.5,20,22.5,42.5,10/5/2016,NOAA-CREP,NOAA CREP,NOAA CREP,"Noah Pomeroy, Thomas Oliver",Troy Kanemura,Towboard Survey,19671,-156.4554124,20.73317463,,,,,,,
NOAA_MHI_2015,NOAA-CREP,CREP-TOW,Maui,,20151110408_MAI,8.495600718,4.089459099,"[0,5]",-156.4570041,20.72918935,2015/11/10,1913.1,10,52.5,27.5,20,47.5,10/5/2016,NOAA-CREP,NOAA CREP,NOAA CREP,"Noah Pomeroy, Thomas Oliver",Troy Kanemura,Towboard Survey,19671,-156.4554124,20.73317463,,,,,,,
NOAA_MHI_2015,NOAA-CREP,CREP-TOW,Maui,,20151110409_MAI,8.809915948,4.185262381,"[0,5]",-156.4557119,20.72798015,2015/11/10,2012.2,20,65,20,15,35,10/5/2016,NOAA-CREP,NOAA CREP,NOAA CREP,"Noah Pomeroy, Thomas Oliver",Troy Kanemura,Towboard Survey,19906,-156.4554124,20.72414942,,,,,,,
NOAA_MHI_2015,NOAA-CREP,CREP-TOW,Maui,,20151110410_MAI,11.45734945,4.992200112,"[0,5]",-156.4541442,20.72706982,2015/11/10,2053.1,9,55,30,15,45,10/5/2016,NOAA-CREP,NOAA CREP,NOAA CREP,"Noah Pomeroy, Thomas Oliver",Troy Kanemura,Towboard Survey,19906,-156.4554124,20.72414942,,,,,,,
NOAA_MHI_2015,NOAA-CREP,CREP-TOW,Hawaii,,20151111101_HAW,29.87511032,10.60593363,"(10,15]",-155.8972047,20.14571594,2015/11/11,2194.3,17.5,60,30,10,40,10/5/2016,NOAA-CREP,NOAA CREP,NOAA CREP,"Noah Pomeroy, Thomas Oliver",Troy Kanemura,Towboard Survey,35008,-155.8965445,20.14653572,,,,,,,
NOAA_MHI_2015,NOAA-CREP,CREP-TOW,Hawaii,,20151111102_HAW,25.95652042,9.411547424,"(5,10]",-155.8967246,20.14388877,2015/11/11,2005.2,20,45,35,20,55,10/5/2016,NOAA-CREP,NOAA CREP,NOAA CREP,"Noah Pomeroy, Thomas Oliver",Troy Kanemura,Towboard Survey,35008,-155.8965445,20.14653572,,,,,,,
NOAA_MHI_2015,NOAA-CREP,CREP-TOW,Hawaii,,20151111103_HAW,27.84926121,9.988454817,"(5,10]",-155.8969009,20.1424257,2015/11/11,1499.2,30,65,20,15,35,10/5/2016,NOAA-CREP,NOAA CREP,NOAA CREP,"Noah Pomeroy, Thomas Oliver",Troy Kanemura,Towboard Survey,35008,-155.8965445,20.14653572,,,,,,,
NOAA_MHI_2015,NOAA-CREP,CREP-TOW,Hawaii,,20151111104_HAW,29.7408146,10.56500029,"(10,15]",-155.8962418,20.14135004,2015/11/11,1392,27.5,55,35,10,45,10/5/2016,NOAA-CREP,NOAA CREP,NOAA CREP,"Noah Pomeroy, Thomas Oliver",Troy Kanemura,Towboard Survey,35243,-155.8965445,20.13751051,,,,,,,
NOAA_MHI_2015,NOAA-CREP,CREP-TOW,Hawaii,,20151111105_HAW,26.7614838,9.656900262,"(5,10]",-155.8958805,20.14018811,2015/11/11,1382.6,20,47.5,40,12.5,52.5,10/5/2016,NOAA-CREP,NOAA CREP,NOAA CREP,"Noah Pomeroy, Thomas Oliver",Troy Kanemura,Towboard Survey,35243,-155.8965445,20.13751051,,,,,,,
NOAA_MHI_2015,NOAA-CREP,CREP-TOW,Hawaii,,20151111106_HAW,29.61911106,10.52790505,"(10,15]",-155.8948285,20.13915463,2015/11/11,1848.9,10,52.5,32.5,15,47.5,10/5/2016,NOAA-CREP,NOAA CREP,NOAA CREP,"Noah Pomeroy, Thomas Oliver",Troy Kanemura,Towboard Survey,35243,-155.8965445,20.13751051,,,,,,,
NOAA_MHI_2015,NOAA-CREP,CREP-TOW,Hawaii,,20151111107_HAW,27.42550651,9.859294384,"(5,10]",-155.8935941,20.13773058,2015/11/11,2239.5,17.5,63.5,32.5,4,36.5,10/5/2016,NOAA-CREP,NOAA CREP,NOAA CREP,"Noah Pomeroy, Thomas Oliver",Troy Kanemura,Towboard Survey,35243,-155.8965445,20.13751051,,,,,,,
NOAA_MHI_2015,NOAA-CREP,CREP-TOW,Hawaii,,20151111108_HAW,24.5715617,8.989412006,"(5,10]",-155.8939648,20.1359635,2015/11/11,1961.6,30,58.5,37.5,4,41.5,10/5/2016,NOAA-CREP,NOAA CREP,NOAA CREP,"Noah Pomeroy, Thomas Oliver",Troy Kanemura,Towboard Survey,35243,-155.8965445,20.13751051,,,,,,,
NOAA_MHI_2015,NOAA-CREP,CREP-TOW,Hawaii,,20151111109_HAW,27.73093556,9.952389159,"(5,10]",-155.893386,20.13426347,2015/11/11,2197,32.5,61,35,4,39,10/5/2016,NOAA-CREP,NOAA CREP,NOAA CREP,"Noah Pomeroy, Thomas Oliver",Troy Kanemura,Towboard Survey,35243,-155.8965445,20.13751051,,,,,,,
NOAA_MHI_2015,NOAA-CREP,CREP-TOW,Hawaii,,20151111110_HAW,26.54507139,9.59093776,"(5,10]",-155.892466,20.1325657,2015/11/11,2064.5,35,57.5,32.5,10,42.5,10/5/2016,NOAA-CREP,NOAA CREP,NOAA CREP,"Noah Pomeroy, Thomas Oliver",Troy Kanemura,Towboard Survey,35478,-155.8965445,20.12848529,,,,,,,
NOAA_MHI_2015,NOAA-CREP,CREP-TOW,Hawaii,,20151111201_HAW,20.37273259,7.709608893,"(5,10]",-155.8906466,20.12280433,2015/11/11,2389.2,27.5,62.5,25,12.5,37.5,10/5/2016,NOAA-CREP,NOAA CREP,NOAA CREP,"Noah Pomeroy, Thomas Oliver",Troy Kanemura,Towboard Survey,35714,-155.8875305,20.11946008,,,,,,,
NOAA_MHI_2015,NOAA-CREP,CREP-TOW,Hawaii,,20151111202_HAW,22.88590953,8.475625225,"(5,10]",-155.8889393,20.12107909,2015/11/11,2906.3,42.5,52.5,27.5,20,47.5,10/5/2016,NOAA-CREP,NOAA CREP,NOAA CREP,"Noah Pomeroy, Thomas Oliver",Troy Kanemura,Towboard Survey,35714,-155.8875305,20.11946008,,,,,,,
NOAA_MHI_2015,NOAA-CREP,CREP-TOW,Hawaii,,20151111203_HAW,24.36490589,8.926423315,"(5,10]",-155.8876288,20.1196259,2015/11/11,1975.5,45,50,35,15,50,10/5/2016,NOAA-CREP,NOAA CREP,NOAA CREP,"Noah Pomeroy, Thomas Oliver",Troy Kanemura,Towboard Survey,35714,-155.8875305,20.11946008,,,,,,,
NOAA_MHI_2015,NOAA-CREP,CREP-TOW,Hawaii,,20151111204_HAW,18.30337842,7.078869742,"(5,10]",-155.8883399,20.11835337,2015/11/11,1491.8,27.5,57.5,32.5,10,42.5,10/5/2016,NOAA-CREP,NOAA CREP,NOAA CREP,"Noah Pomeroy, Thomas Oliver",Troy Kanemura,Towboard Survey,35714,-155.8875305,20.11946008,,,,,,,
NOAA_MHI_2015,NOAA-CREP,CREP-TOW,Hawaii,,20151111205_HAW,18.26130457,7.066045633,"(5,10]",-155.8875072,20.11725629,2015/11/11,1758.8,30,47.5,35,17.5,52.5,10/5/2016,NOAA-CREP,NOAA CREP,NOAA CREP,"Noah Pomeroy, Thomas Oliver",Troy Kanemura,Towboard Survey,35714,-155.8875305,20.11946008,,,,,,,
NOAA_MHI_2015,NOAA-CREP,CREP-TOW,Hawaii,,20151111206_HAW,21.62103386,8.090091121,"(5,10]",-155.8860135,20.11627212,2015/11/11,2221.5,55,35,40,25,65,10/5/2016,NOAA-CREP,NOAA CREP,NOAA CREP,"Noah Pomeroy, Thomas Oliver",Troy Kanemura,Towboard Survey,35714,-155.8875305,20.11946008,,,,,,,
NOAA_MHI_2015,NOAA-CREP,CREP-TOW,Hawaii,,20151111207_HAW,25.24755509,9.195454791,"(5,10]",-155.8853113,20.11466536,2015/11/11,1807.8,45,50,25,25,50,10/5/2016,NOAA-CREP,NOAA CREP,NOAA CREP,"Noah Pomeroy, Thomas Oliver",Troy Kanemura,Towboard Survey,35949,-155.8875305,20.11043486,,,,,,,
NOAA_MHI_2015,NOAA-CREP,CREP-TOW,Hawaii,,20151111208_HAW,24.46237098,8.956130675,"(5,10]",-155.8856909,20.11315018,2015/11/11,1765.4,37.5,35,45,20,65,10/5/2016,NOAA-CREP,NOAA CREP,NOAA CREP,"Noah Pomeroy, Thomas Oliver",Troy Kanemura,Towboard Survey,35949,-155.8875305,20.11043486,,,,,,,
NOAA_MHI_2015,NOAA-CREP,CREP-TOW,Hawaii,,20151111209_HAW,24.34523887,8.920428808,"(5,10]",-155.8847522,20.11179616,2015/11/11,1970.4,37.5,60,27.5,12.5,40,10/5/2016,NOAA-CREP,NOAA CREP,NOAA CREP,"Noah Pomeroy, Thomas Oliver",Troy Kanemura,Towboard Survey,35949,-155.8875305,20.11043486,,,,,,,
NOAA_MHI_2015,NOAA-CREP,CREP-TOW,Hawaii,,20151111210_HAW,17.16926064,6.733190643,"(5,10]",-155.8837773,20.110393,2015/11/11,1896.6,35,57.5,27.5,15,42.5,10/5/2016,NOAA-CREP,NOAA CREP,NOAA CREP,"Noah Pomeroy, Thomas Oliver",Troy Kanemura,Towboard Survey,35949,-155.8875305,20.11043486,,,,,,,
NOAA_MHI_2015,NOAA-CREP,CREP-TOW,Hawaii,,20151111301_HAW,31.28541144,11.03579341,"(10,15]",-155.8840706,20.10587233,2015/11/11,2076.1,25,48.5,45,6.5,51.5,10/5/2016,NOAA-CREP,NOAA CREP,NOAA CREP,"Noah Pomeroy, Thomas Oliver",Troy Kanemura,Towboard Survey,36184,-155.8875305,20.10140965,,,,,,,
NOAA_MHI_2015,NOAA-CREP,CREP-TOW,Hawaii,,20151111302_HAW,22.83047079,8.458727497,"(5,10]",-155.8829609,20.1043288,2015/11/11,2161.4,30,50,45,5,50,10/5/2016,NOAA-CREP,NOAA CREP,NOAA CREP,"Noah Pomeroy, Thomas Oliver",Troy Kanemura,Towboard Survey,36185,-155.8785165,20.10140965,,,,,,,
NOAA_MHI_2015,NOAA-CREP,CREP-TOW,Hawaii,,20151111303_HAW,25.27135361,9.20270858,"(5,10]",-155.881866,20.10310712,2015/11/11,2209,35,52.5,40,7.5,47.5,10/5/2016,NOAA-CREP,NOAA CREP,NOAA CREP,"Noah Pomeroy, Thomas Oliver",Troy Kanemura,Towboard Survey,36185,-155.8785165,20.10140965,,,,,,,
